standard_structure_id,complex_pdb_path,source_pdb_path,ligand_node_key_1,ligand_node_key_2,ligand_node_label_1,ligand_node_label_2,ligand_atom_serial_1,ligand_atom_serial_2,edge_type,source
AqTMK_1,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_1_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_1/AqTMK_1_complex.pdb,ATP:B:1:O9,ATP:B:1:P3,O9,P3,1590,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_1,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_1_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_1/AqTMK_1_complex.pdb,ATP:B:1:O10,ATP:B:1:P3,O10,P3,1591,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_1,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_1_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_1/AqTMK_1_complex.pdb,ATP:B:1:O11,ATP:B:1:P3,O11,P3,1592,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_1,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_1_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_1/AqTMK_1_complex.pdb,TMP:C:1:O12,TMP:C:1:C9,O12,C9,1594,1593,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_1,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_1_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_1/AqTMK_1_complex.pdb,TMP:C:1:P4,TMP:C:1:O12,P4,O12,1595,1594,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_1,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_1_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_1/AqTMK_1_complex.pdb,TMP:C:1:O13,TMP:C:1:P4,O13,P4,1596,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_1,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_1_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_1/AqTMK_1_complex.pdb,TMP:C:1:O14,TMP:C:1:P4,O14,P4,1597,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_1,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_1_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_1/AqTMK_1_complex.pdb,TMP:C:1:O15,TMP:C:1:P4,O15,P4,1598,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:O2,ATP:B:1:C8,O2,C8,1580,1579,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:P1,ATP:B:1:O2,P1,O2,1581,1580,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:O3,ATP:B:1:P1,O3,P1,1582,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:O4,ATP:B:1:P1,O4,P1,1583,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:O5,ATP:B:1:P1,O5,P1,1584,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:P2,ATP:B:1:O5,P2,O5,1585,1584,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:O6,ATP:B:1:P2,O6,P2,1586,1585,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:O7,ATP:B:1:P2,O7,P2,1587,1585,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:O8,ATP:B:1:P2,O8,P2,1588,1585,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:P3,ATP:B:1:O8,P3,O8,1589,1588,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:O9,ATP:B:1:P3,O9,P3,1590,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:O10,ATP:B:1:P3,O10,P3,1591,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,ATP:B:1:O11,ATP:B:1:P3,O11,P3,1592,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,TMP:C:1:O12,TMP:C:1:C9,O12,C9,1594,1593,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,TMP:C:1:P4,TMP:C:1:O12,P4,O12,1595,1594,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,TMP:C:1:O13,TMP:C:1:P4,O13,P4,1596,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,TMP:C:1:O14,TMP:C:1:P4,O14,P4,1597,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_2,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_2_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_2/AqTMK_2_complex.pdb,TMP:C:1:O15,TMP:C:1:P4,O15,P4,1598,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:O2,ATP:B:1:C8,O2,C8,1580,1579,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:P1,ATP:B:1:O2,P1,O2,1581,1580,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:O3,ATP:B:1:P1,O3,P1,1582,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:O4,ATP:B:1:P1,O4,P1,1583,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:O5,ATP:B:1:P1,O5,P1,1584,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:P2,ATP:B:1:O5,P2,O5,1585,1584,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:O6,ATP:B:1:P2,O6,P2,1586,1585,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:O7,ATP:B:1:P2,O7,P2,1587,1585,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:O8,ATP:B:1:P2,O8,P2,1588,1585,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:P3,ATP:B:1:O8,P3,O8,1589,1588,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:O9,ATP:B:1:P3,O9,P3,1590,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:O10,ATP:B:1:P3,O10,P3,1591,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,ATP:B:1:O11,ATP:B:1:P3,O11,P3,1592,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,TMP:C:1:O12,TMP:C:1:C9,O12,C9,1594,1593,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,TMP:C:1:P4,TMP:C:1:O12,P4,O12,1595,1594,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,TMP:C:1:O13,TMP:C:1:P4,O13,P4,1596,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,TMP:C:1:O14,TMP:C:1:P4,O14,P4,1597,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_5,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_5_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_5/AqTMK_5_complex.pdb,TMP:C:1:O15,TMP:C:1:P4,O15,P4,1598,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:O2,ATP:B:1:C8,O2,C8,1580,1579,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:P1,ATP:B:1:O2,P1,O2,1581,1580,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:O3,ATP:B:1:P1,O3,P1,1582,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:O4,ATP:B:1:P1,O4,P1,1583,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:O5,ATP:B:1:P1,O5,P1,1584,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:P2,ATP:B:1:O5,P2,O5,1585,1584,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:O6,ATP:B:1:P2,O6,P2,1586,1585,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:O7,ATP:B:1:P2,O7,P2,1587,1585,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:O8,ATP:B:1:P2,O8,P2,1588,1585,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:P3,ATP:B:1:O8,P3,O8,1589,1588,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:O9,ATP:B:1:P3,O9,P3,1590,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:O10,ATP:B:1:P3,O10,P3,1591,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,ATP:B:1:O11,ATP:B:1:P3,O11,P3,1592,1589,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,TMP:C:1:O12,TMP:C:1:C9,O12,C9,1594,1593,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,TMP:C:1:P4,TMP:C:1:O12,P4,O12,1595,1594,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,TMP:C:1:O13,TMP:C:1:P4,O13,P4,1596,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,TMP:C:1:O14,TMP:C:1:P4,O14,P4,1597,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_6,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_6_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_6/AqTMK_6_complex.pdb,TMP:C:1:O15,TMP:C:1:P4,O15,P4,1598,1595,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_8,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_8_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_8/AqTMK_8_complex.pdb,ATP:B:1:O2,ATP:B:1:C8,O2,C8,1580,1579,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_8,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_8_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_8/AqTMK_8_complex.pdb,ATP:B:1:P1,ATP:B:1:O2,P1,O2,1581,1580,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_8,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_8_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_8/AqTMK_8_complex.pdb,ATP:B:1:O3,ATP:B:1:P1,O3,P1,1582,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_8,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_8_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_8/AqTMK_8_complex.pdb,ATP:B:1:O4,ATP:B:1:P1,O4,P1,1583,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_8,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_8_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_8/AqTMK_8_complex.pdb,ATP:B:1:O5,ATP:B:1:P1,O5,P1,1584,1581,rdkit_same_residue_bond,rdkit_input_pdb
AqTMK_8,/home/wms/AF2-test/AF2-CatGraph/results/AqTMK/02_template_guided_docking/complexes/AqTMK_8_complex.pdb,results/AqTMK/05_plip_interaction_graphs/plip_outputs/AqTMK_8/AqTMK_8_complex.pdb,ATP:B:1:P2,ATP:B:1:O5,P2,O5,1585,1584,rdkit_same_residue_bond,rdkit_input_pdb
